1:AOR:-(int,int):%(int,int):com.google.javascript.jscomp.ControlFlowAnalysis$1@compare(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):76:2678:astPosition.get(a.getValue()) - astPosition.get(b.getValue()) |==> astPosition.get(a.getValue()) % astPosition.get(b.getValue())
109:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleFor(com.google.javascript.rhino.Node):413:13614:connectToPossibleExceptionHandler(iter, iter); |==> <NO-OP>
110:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleFor(com.google.javascript.rhino.Node):420:13929:createEdge(forNode, Branch.ON_TRUE, computeFallThrough(body)); |==> <NO-OP>
111:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleFor(com.google.javascript.rhino.Node):422:14036:createEdge(forNode, Branch.ON_FALSE, computeFollowNode(forNode)); |==> <NO-OP>
112:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleFor(com.google.javascript.rhino.Node):424:14118:connectToPossibleExceptionHandler(forNode, collection); |==> <NO-OP>
113:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@handleSwitch(com.google.javascript.rhino.Node):433:14459:next != null |==> true
114:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleSwitch(com.google.javascript.rhino.Node):434:14510:createEdge(node, Branch.UNCOND, next); |==> <NO-OP>
115:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@handleSwitch(com.google.javascript.rhino.Node):436:14641:node.getFirstChild().getNext() != null |==> true
116:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleSwitch(com.google.javascript.rhino.Node):437:14660:createEdge(node, Branch.UNCOND, node.getFirstChild().getNext()); |==> <NO-OP>
117:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleSwitch(com.google.javascript.rhino.Node):439:14771:createEdge(node, Branch.UNCOND, computeFollowNode(node)); |==> <NO-OP>
118:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleSwitch(com.google.javascript.rhino.Node):442:14847:connectToPossibleExceptionHandler(node, node.getFirstChild()); |==> <NO-OP>
119:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleCase(com.google.javascript.rhino.Node):447:15039:createEdge(node, Branch.ON_TRUE, node.getFirstChild().getNext()); |==> <NO-OP>
120:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@handleCase(com.google.javascript.rhino.Node):451:15246:next != null |==> true
121:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleCase(com.google.javascript.rhino.Node):452:15304:next.getType() == Token.CASE |==> next.getType() <= Token.CASE
122:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleCase(com.google.javascript.rhino.Node):452:15304:next.getType() == Token.CASE |==> next.getType() >= Token.CASE
123:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleCase(com.google.javascript.rhino.Node):452:15319:next.getType() == Token.CASE |==> false
124:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleCase(com.google.javascript.rhino.Node):452:15279:Preconditions.checkState(next.getType() == Token.CASE); |==> <NO-OP>
125:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleCase(com.google.javascript.rhino.Node):453:15341:createEdge(node, Branch.ON_FALSE, next); |==> <NO-OP>
126:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@handleCase(com.google.javascript.rhino.Node):458:15605:deflt != null |==> true
127:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleCase(com.google.javascript.rhino.Node):459:15641:createEdge(node, Branch.ON_FALSE, deflt); |==> <NO-OP>
128:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleCase(com.google.javascript.rhino.Node):461:15759:createEdge(node, Branch.ON_FALSE, computeFollowNode(node)); |==> <NO-OP>
129:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleCase(com.google.javascript.rhino.Node):464:15837:connectToPossibleExceptionHandler(node, node.getFirstChild()); |==> <NO-OP>
130:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleDefault(com.google.javascript.rhino.Node):469:16026:createEdge(node, Branch.UNCOND, node.getFirstChild()); |==> <NO-OP>
131:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleWith(com.google.javascript.rhino.Node):474:16204:createEdge(node, Branch.UNCOND, node.getLastChild()); |==> <NO-OP>
132:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleWith(com.google.javascript.rhino.Node):475:16262:connectToPossibleExceptionHandler(node, node.getFirstChild()); |==> <NO-OP>
133:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):481:16491:node.getType() == Token.BLOCK |==> node.getType() <= Token.BLOCK
134:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):481:16491:node.getType() == Token.BLOCK |==> node.getType() >= Token.BLOCK
135:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):481:16506:node.getType() == Token.BLOCK |==> false
136:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):481:16531:parent != null |==> true
137:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):481:16491:node.getType() == Token.BLOCK && parent != null |==> node.getType() == Token.BLOCK == (parent != null)
138:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):481:16521:node.getType() == Token.BLOCK && parent != null |==> false
139:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):481:16491:node.getType() == Token.BLOCK && parent != null |==> node.getType() == Token.BLOCK
140:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):481:16524:node.getType() == Token.BLOCK && parent != null |==> parent != null
141:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):482:16550:parent.getType() == Token.TRY |==> parent.getType() <= Token.TRY
142:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):482:16550:parent.getType() == Token.TRY |==> parent.getType() >= Token.TRY
143:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):482:16567:parent.getType() == Token.TRY |==> false
144:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):481:16491:node.getType() == Token.BLOCK && parent != null && parent.getType() == Token.TRY |==> (node.getType() == Token.BLOCK && parent != null) == (parent.getType() == Token.TRY)
145:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):481:16539:node.getType() == Token.BLOCK && parent != null && parent.getType() == Token.TRY |==> false
146:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):481:16491:node.getType() == Token.BLOCK && parent != null && parent.getType() == Token.TRY |==> node.getType() == Token.BLOCK && parent != null
147:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):482:16550:node.getType() == Token.BLOCK && parent != null && parent.getType() == Token.TRY |==> parent.getType() == Token.TRY
148:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):483:16622:NodeUtil.getCatchBlock(parent) == node |==> false
149:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):481:16491:node.getType() == Token.BLOCK && parent != null && parent.getType() == Token.TRY && NodeUtil.getCatchBlock(parent) == node |==> (node.getType() == Token.BLOCK && parent != null && parent.getType() == Token.TRY) == (NodeUtil.getCatchBlock(parent) == node)
150:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):482:16580:node.getType() == Token.BLOCK && parent != null && parent.getType() == Token.TRY && NodeUtil.getCatchBlock(parent) == node |==> false
151:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):481:16491:node.getType() == Token.BLOCK && parent != null && parent.getType() == Token.TRY && NodeUtil.getCatchBlock(parent) == node |==> node.getType() == Token.BLOCK && parent != null && parent.getType() == Token.TRY
152:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):483:16591:node.getType() == Token.BLOCK && parent != null && parent.getType() == Token.TRY && NodeUtil.getCatchBlock(parent) == node |==> NodeUtil.getCatchBlock(parent) == node
153:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):481:16491:node.getType() == Token.BLOCK && parent != null && parent.getType() == Token.TRY && NodeUtil.getCatchBlock(parent) == node && !NodeUtil.hasCatchHandler(node) |==> (node.getType() == Token.BLOCK && parent != null && parent.getType() == Token.TRY && NodeUtil.getCatchBlock(parent) == node) == !NodeUtil.hasCatchHandler(node)
154:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):483:16630:node.getType() == Token.BLOCK && parent != null && parent.getType() == Token.TRY && NodeUtil.getCatchBlock(parent) == node && !NodeUtil.hasCatchHandler(node) |==> false
155:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):481:16491:node.getType() == Token.BLOCK && parent != null && parent.getType() == Token.TRY && NodeUtil.getCatchBlock(parent) == node && !NodeUtil.hasCatchHandler(node) |==> node.getType() == Token.BLOCK && parent != null && parent.getType() == Token.TRY && NodeUtil.getCatchBlock(parent) == node
156:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):484:16641:node.getType() == Token.BLOCK && parent != null && parent.getType() == Token.TRY && NodeUtil.getCatchBlock(parent) == node && !NodeUtil.hasCatchHandler(node) |==> !NodeUtil.hasCatchHandler(node)
157:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):493:16939:child != null |==> true
158:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):493:16950:child.getType() == Token.FUNCTION |==> child.getType() <= Token.FUNCTION
159:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):493:16950:child.getType() == Token.FUNCTION |==> child.getType() >= Token.FUNCTION
160:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):493:16966:child.getType() == Token.FUNCTION |==> false
161:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):493:16933:child != null && child.getType() == Token.FUNCTION |==> child != null == (child.getType() == Token.FUNCTION)
162:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):493:16947:child != null && child.getType() == Token.FUNCTION |==> false
163:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):493:16933:child != null && child.getType() == Token.FUNCTION |==> child != null
164:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):493:16950:child != null && child.getType() == Token.FUNCTION |==> child.getType() == Token.FUNCTION
165:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):494:16993:child = child.getNext(); |==> <NO-OP>
166:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):497:17039:child != null |==> true
167:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):498:17056:createEdge(node, Branch.UNCOND, computeFallThrough(child)); |==> <NO-OP>
168:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):500:17135:createEdge(node, Branch.UNCOND, computeFollowNode(node)); |==> <NO-OP>
169:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):504:17239:parent != null |==> true
170:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):511:17409:node.getType() == Token.BLOCK |==> node.getType() <= Token.BLOCK
171:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):511:17409:node.getType() == Token.BLOCK |==> node.getType() >= Token.BLOCK
172:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):511:17424:node.getType() == Token.BLOCK |==> false
173:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):511:17409:node.getType() == Token.BLOCK && node.isSyntheticBlock() |==> node.getType() == Token.BLOCK == node.isSyntheticBlock()
174:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):511:17439:node.getType() == Token.BLOCK && node.isSyntheticBlock() |==> false
175:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):511:17409:node.getType() == Token.BLOCK && node.isSyntheticBlock() |==> node.getType() == Token.BLOCK
176:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):511:17442:node.getType() == Token.BLOCK && node.isSyntheticBlock() |==> node.isSyntheticBlock()
177:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):513:17535:next != null |==> true
178:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleStmtList(com.google.javascript.rhino.Node):514:17560:createEdge(node, Branch.SYN_BLOCK, computeFallThrough(next)); |==> <NO-OP>
179:LVR:POS:0:com.google.javascript.jscomp.ControlFlowAnalysis@handleFunction(com.google.javascript.rhino.Node):524:17851:3 |==> 0
180:LVR:POS:NEG:com.google.javascript.jscomp.ControlFlowAnalysis@handleFunction(com.google.javascript.rhino.Node):524:17851:3 |==> -3
181:ROR:>=(int,int):==(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleFunction(com.google.javascript.rhino.Node):524:17827:node.getChildCount() >= 3 |==> node.getChildCount() == 3
182:ROR:>=(int,int):>(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleFunction(com.google.javascript.rhino.Node):524:17827:node.getChildCount() >= 3 |==> node.getChildCount() > 3
183:ROR:>=(int,int):TRUE(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleFunction(com.google.javascript.rhino.Node):524:17848:node.getChildCount() >= 3 |==> true
184:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleFunction(com.google.javascript.rhino.Node):524:17802:Preconditions.checkState(node.getChildCount() >= 3); |==> <NO-OP>
185:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleFunction(com.google.javascript.rhino.Node):525:17859:createEdge(node, Branch.UNCOND, computeFallThrough(node.getFirstChild().getNext().getNext())); |==> <NO-OP>
186:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@handleFunction(com.google.javascript.rhino.Node):527:18015:exceptionHandler.peek() == node |==> false
187:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleFunction(com.google.javascript.rhino.Node):527:17966:Preconditions.checkState(exceptionHandler.peek() == node); |==> <NO-OP>
188:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleFunction(com.google.javascript.rhino.Node):528:18029:exceptionHandler.pop(); |==> <NO-OP>
189:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleExpr(com.google.javascript.rhino.Node):532:18101:createEdge(node, Branch.UNCOND, computeFollowNode(node)); |==> <NO-OP>
190:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleExpr(com.google.javascript.rhino.Node):533:18163:connectToPossibleExceptionHandler(node, node); |==> <NO-OP>
191:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleThrow(com.google.javascript.rhino.Node):537:18259:connectToPossibleExceptionHandler(node, node); |==> <NO-OP>
192:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleTry(com.google.javascript.rhino.Node):541:18353:createEdge(node, Branch.UNCOND, node.getFirstChild()); |==> <NO-OP>
193:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleCatch(com.google.javascript.rhino.Node):545:18457:createEdge(node, Branch.UNCOND, node.getLastChild()); |==> <NO-OP>
194:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@handleBreak(com.google.javascript.rhino.Node):551:18645:node.hasChildren() |==> false
195:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@handleBreak(com.google.javascript.rhino.Node):551:18645:node.hasChildren() |==> true
196:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleBreak(com.google.javascript.rhino.Node):552:18657:label = node.getFirstChild().getString(); |==> <NO-OP>
197:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleBreak(com.google.javascript.rhino.Node):569:19473:cur.getType() == Token.TRY |==> cur.getType() <= Token.TRY
198:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleBreak(com.google.javascript.rhino.Node):569:19473:cur.getType() == Token.TRY |==> cur.getType() >= Token.TRY
199:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleBreak(com.google.javascript.rhino.Node):569:19487:cur.getType() == Token.TRY |==> false
200:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleBreak(com.google.javascript.rhino.Node):569:19473:cur.getType() == Token.TRY && NodeUtil.hasFinally(cur) |==> cur.getType() == Token.TRY == NodeUtil.hasFinally(cur)
201:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleBreak(com.google.javascript.rhino.Node):569:19500:cur.getType() == Token.TRY && NodeUtil.hasFinally(cur) |==> false
202:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleBreak(com.google.javascript.rhino.Node):569:19473:cur.getType() == Token.TRY && NodeUtil.hasFinally(cur) |==> cur.getType() == Token.TRY
203:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleBreak(com.google.javascript.rhino.Node):569:19503:cur.getType() == Token.TRY && NodeUtil.hasFinally(cur) |==> NodeUtil.hasFinally(cur)
204:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@handleBreak(com.google.javascript.rhino.Node):570:19552:lastJump == node |==> false
205:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleBreak(com.google.javascript.rhino.Node):571:19573:createEdge(lastJump, Branch.UNCOND, computeFallThrough(cur.getLastChild())); |==> <NO-OP>
206:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleBreak(com.google.javascript.rhino.Node):574:19692:finallyMap.put(lastJump, computeFallThrough(cur.getLastChild())); |==> <NO-OP>
207:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleBreak(com.google.javascript.rhino.Node):576:19776:lastJump = cur; |==> <NO-OP>
208:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@handleBreak(com.google.javascript.rhino.Node):578:19838:parent != null |==> true
209:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleBreak(com.google.javascript.rhino.Node):578:19806:Preconditions.checkState(parent != null, "Cannot find break target."); |==> <NO-OP>
210:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@handleBreak(com.google.javascript.rhino.Node):580:19900:lastJump == node |==> false
211:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleBreak(com.google.javascript.rhino.Node):581:19917:createEdge(lastJump, Branch.UNCOND, computeFollowNode(cur)); |==> <NO-OP>
212:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleBreak(com.google.javascript.rhino.Node):583:19997:finallyMap.put(lastJump, computeFollowNode(cur)); |==> <NO-OP>
213:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):589:20150:node.hasChildren() |==> false
214:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):589:20150:node.hasChildren() |==> true
215:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):590:20162:label = node.getFirstChild().getString(); |==> <NO-OP>
216:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):599:20491:cur.getType() == Token.TRY |==> cur.getType() <= Token.TRY
217:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):599:20491:cur.getType() == Token.TRY |==> cur.getType() >= Token.TRY
218:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):599:20505:cur.getType() == Token.TRY |==> false
219:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):599:20491:cur.getType() == Token.TRY && NodeUtil.hasFinally(cur) |==> cur.getType() == Token.TRY == NodeUtil.hasFinally(cur)
220:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):599:20518:cur.getType() == Token.TRY && NodeUtil.hasFinally(cur) |==> false
221:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):599:20491:cur.getType() == Token.TRY && NodeUtil.hasFinally(cur) |==> cur.getType() == Token.TRY
222:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):599:20521:cur.getType() == Token.TRY && NodeUtil.hasFinally(cur) |==> NodeUtil.hasFinally(cur)
223:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):600:20570:lastJump == node |==> false
224:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):601:20591:createEdge(lastJump, Branch.UNCOND, cur.getLastChild()); |==> <NO-OP>
225:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):603:20675:finallyMap.put(lastJump, computeFallThrough(cur.getLastChild())); |==> <NO-OP>
226:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):605:20759:lastJump = cur; |==> <NO-OP>
227:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):607:20821:parent != null |==> true
228:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):607:20789:Preconditions.checkState(parent != null, "Cannot find continue target."); |==> <NO-OP>
229:LVR:POS:0:com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):610:20921:4 |==> 0
230:LVR:POS:NEG:com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):610:20921:4 |==> -4
231:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.ControlFlowAnalysis@handleContinue(com.google.javascript.rhino.Node):610:20898:cur.getChildCount() == 4 |==> cur.getChildCount() <= 4
