language,project,bug_id,raw_mapping,is_no_operator,strict_eligible,operators,unresolved_labels,mapping_id
Java,unknown,13,no,True,False,,,Java::unknown::13
Java,unknown,14,"ROR[70],MRV[145]",False,True,MRV;ROR,,Java::unknown::14
Java,unknown,15,no,True,False,,,Java::unknown::15
Java,unknown,16,no,True,False,,,Java::unknown::16
Java,unknown,17,no,True,False,,,Java::unknown::17
Java,unknown,18,no,True,False,,,Java::unknown::18
Java,unknown,19,CI[36],False,True,CI,,Java::unknown::19
Java,unknown,20,"CI[36],MCR[2],MPM[93]",False,True,CI;MCR;MPM,,Java::unknown::20
Java,unknown,21,CI[36],False,True,CI,,Java::unknown::21
Java,unknown,22,"ROR[58],CI[36],MA[39]",False,True,CI;MA;ROR,,Java::unknown::22
Java,unknown,23,"CI[36],MCR[2]",False,True,CI;MCR,,Java::unknown::23
Java,unknown,24,no,True,False,,,Java::unknown::24
Java,unknown,25,ROR[70],False,True,ROR,,Java::unknown::25
Java,unknown,26,VA[200],False,True,VA,,Java::unknown::26
Java,unknown,28,CI[36],False,True,CI,,Java::unknown::28
Java,unknown,29,VA[200],False,True,VA,,Java::unknown::29
Java,unknown,30,AOR[9],False,True,AOR,,Java::unknown::30
Java,unknown,31,"CI[36],MCR[2]",False,True,CI;MCR,,Java::unknown::31
Java,jacksondatabind,JacksonDatabind1,MRV[145],False,True,MRV,,Java::jacksondatabind::JacksonDatabind1
Java,unknown,2,no,True,False,,,Java::unknown::2
Java,unknown,3,"MCR[2],VA[200]",False,True,MCR;VA,,Java::unknown::3
Java,unknown,4,EI[38],False,True,EI,,Java::unknown::4
Java,unknown,5,"MCR[2],CI[36]",False,True,CI;MCR,,Java::unknown::5
Java,unknown,6,no,True,False,,,Java::unknown::6
Java,unknown,7,no,True,False,,,Java::unknown::7
Java,unknown,8,no,True,False,,,Java::unknown::8
Java,unknown,9,"MCR[2],DTR[5],CI[36],EII[?]",False,True,CI;DTR;EII;MCR,,Java::unknown::9
Java,unknown,10,no,True,False,,,Java::unknown::10
Java,unknown,11,MCR[2],False,True,MCR,,Java::unknown::11
Java,unknown,12,"ROR[70],MRV[145]",False,True,MRV;ROR,,Java::unknown::12
Java,unknown,13,CI[36],False,True,CI,,Java::unknown::13
Java,unknown,14,no,True,False,,,Java::unknown::14
Java,unknown,15,no,True,False,,,Java::unknown::15
Java,unknown,16,LOR[58],False,True,LOR,,Java::unknown::16
Java,unknown,17,LOR[58],False,True,LOR,,Java::unknown::17
Java,unknown,18,no,True,False,,,Java::unknown::18
Java,unknown,19,"CI[36],MCR[2]",False,True,CI;MCR,,Java::unknown::19
Java,unknown,20,"AA[214],AIS[218]",False,True,AA;AIS,,Java::unknown::20
Java,unknown,21,no,True,False,,,Java::unknown::21
Java,unknown,22,no,True,False,,,Java::unknown::22
Java,unknown,23,no,True,False,,,Java::unknown::23
Java,unknown,24,"DOC[16],MRV[145]",False,True,DOC;MRV,,Java::unknown::24
Java,unknown,25,"MCR[2],MRV[145]",False,True,MCR;MRV,,Java::unknown::25
Java,unknown,26,"AIS[218],VA[200]",False,True,AIS;VA,,Java::unknown::26
Java,unknown,27,MOCS[20],False,True,MOCS,,Java::unknown::27
Java,unknown,28,"BCO[17],LOR[58],MRV[145]",False,True,BCO;LOR;MRV,,Java::unknown::28
Java,unknown,29,"CI[36],MCR[2],MRV[145]",False,True,CI;MCR;MRV,,Java::unknown::29
Java,unknown,30,no,True,False,,,Java::unknown::30
Java,unknown,31,no,True,False,,,Java::unknown::31
Java,unknown,32,"MRV[145],CI[?]",False,True,CI;MRV,,Java::unknown::32
Java,unknown,33,"LOR[58],MCR[2]",False,True,LOR;MCR,,Java::unknown::33
Java,unknown,34,"MPM[93],DTR[5]",False,True,DTR;MPM,,Java::unknown::34
Java,unknown,35,"CI[36],MCR[2],EII[?]",False,True,CI;EII;MCR,,Java::unknown::35
Java,unknown,36,no,True,False,,,Java::unknown::36
Java,unknown,37,MRV[145],False,True,MRV,,Java::unknown::37
Java,unknown,38,no,True,False,,,Java::unknown::38
Java,unknown,39,no,True,False,,,Java::unknown::39
Java,unknown,40,no,True,False,,,Java::unknown::40
Java,unknown,41,"MCR[2],MRV[145]",False,True,MCR;MRV,,Java::unknown::41
Java,unknown,42,CI[36],False,True,CI,,Java::unknown::42
Java,unknown,43,"AIS[218],SR[183],CI[36]",False,True,AIS;CI;SR,,Java::unknown::43
Java,unknown,44,no,True,False,,,Java::unknown::44
Java,unknown,45,LOR[58],False,True,LOR,,Java::unknown::45
Java,unknown,46,MCR[2],False,True,MCR,,Java::unknown::46
Java,unknown,47,no,True,False,,,Java::unknown::47
Java,unknown,48,CI[36],False,True,CI,,Java::unknown::48
Java,unknown,49,CI[36],False,True,CI,,Java::unknown::49
Java,unknown,50,no,True,False,,,Java::unknown::50
Java,unknown,51,CI[36],False,True,CI,,Java::unknown::51
Java,unknown,52,no,True,False,,,Java::unknown::52
Java,unknown,53,no,True,False,,,Java::unknown::53
Java,unknown,54,MOCS[20,False,True,MOCS,,Java::unknown::54
Java,unknown,55,no,True,False,,,Java::unknown::55
Java,unknown,56,no,True,False,,,Java::unknown::56
Java,unknown,57,MRV[145],False,True,MRV,,Java::unknown::57
Java,unknown,58,CI[36],False,True,CI,,Java::unknown::58
Java,unknown,59,no,True,False,,,Java::unknown::59
Java,unknown,60,no,True,False,,,Java::unknown::60
Java,unknown,61,CI[36],False,True,CI,,Java::unknown::61
Java,unknown,62,no,True,False,,,Java::unknown::62
Java,unknown,63,"DIS[?],SD[28],WLI[205],VA[200]",False,True,DIS;SD;VA;WLI,,Java::unknown::63
Java,unknown,64,"VA[200],LOR[58]",False,True,LOR;VA,,Java::unknown::64
Java,unknown,65,"MRV[145],LOR[58],CI[36]",False,True,CI;LOR;MRV,,Java::unknown::65
Java,unknown,66,"AIS[218],MCR[2],VA[200]",False,True,AIS;MCR;VA,,Java::unknown::66
Java,unknown,67,"MCR[2],SR[183],EI[?]",False,True,EI;MCR;SR,,Java::unknown::67
Java,unknown,68,no,True,False,,,Java::unknown::68
Java,unknown,69,"CI[36],MRV[145],SD[28],MRTC[?]",False,True,CI;MRV;SD,,Java::unknown::69
Java,unknown,70,ROR[70],False,True,ROR,,Java::unknown::70
Java,unknown,71,LOR[58],False,True,LOR,,Java::unknown::71
Java,unknown,72,"MA[39],AA[214],MRV[145]",False,True,AA;MA;MRV,,Java::unknown::72
Java,unknown,73,"CI[36],AIS[218],MCR[2],MRV[145]",False,True,AIS;CI;MCR;MRV,,Java::unknown::73
Java,unknown,74,"EII[?],MCR[2],MRV[145]",False,True,EII;MCR;MRV,,Java::unknown::74
Java,unknown,75,"MPM[93],MRV[145]",False,True,MPM;MRV,,Java::unknown::75
Java,unknown,76,"DOC[16],MCR[2]",False,True,DOC;MCR,,Java::unknown::76
Java,unknown,77,no,True,False,,,Java::unknown::77
Java,unknown,78,no,True,False,,,Java::unknown::78
Java,unknown,79,"CI[36],MCR[2],MRV[145],MA[39],MPM[93]",False,True,CI;MA;MCR;MPM;MRV,,Java::unknown::79
Java,unknown,80,CI[36],False,True,CI,,Java::unknown::80
Java,unknown,81,no,True,False,,,Java::unknown::81
Java,unknown,82,MCR[2],False,True,MCR,,Java::unknown::82
Java,unknown,83,DOC[16],False,True,DOC,,Java::unknown::83
Java,unknown,84,"MA[39],AA[214]",False,True,AA;MA,,Java::unknown::84
Java,unknown,85,no,True,False,,,Java::unknown::85
Java,unknown,87,"VA[200],MCR[2],SR[183],SD[28],MPM[93]",False,True,MCR;MPM;SD;SR;VA,,Java::unknown::87
Java,unknown,88,"EI[38],CI[36]",False,True,CI;EI,,Java::unknown::88
Java,unknown,89,MA[98],False,True,MA,,Java::unknown::89
Java,unknown,90,"ROR[70],MRV[145],AA[214],MA[39]",False,True,AA;MA;MRV;ROR,,Java::unknown::90
Java,unknown,91,"CI[36],MRV[145],MCR[2]",False,True,CI;MCR;MRV,,Java::unknown::91
Java,unknown,92,MA[98],False,True,MA,,Java::unknown::92
Java,unknown,93,ROR[70],False,True,ROR,,Java::unknown::93
Java,unknown,94,"CR[6],EII[?],CI[36]",False,True,CI;CR;EII,,Java::unknown::94
Java,unknown,95,"MCR[2],MRV[145]",False,True,MCR;MRV,,Java::unknown::95
Java,unknown,96,MCR[2],False,True,MCR,,Java::unknown::96
Java,unknown,97,MCR[2],False,True,MCR,,Java::unknown::97
Java,unknown,98,no,True,False,,,Java::unknown::98
Java,unknown,99,MCR[2],False,True,MCR,,Java::unknown::99
Java,unknown,100,"CI[36],MRV[145]",False,True,CI;MRV,,Java::unknown::100
Java,unknown,101,"SD[28],CI[36],MCR[2]",False,True,CI;MCR;SD,,Java::unknown::101
Java,unknown,102,DOC[16],False,True,DOC,,Java::unknown::102
Java,unknown,103,no,True,False,,,Java::unknown::103
Java,unknown,104,no,True,False,,,Java::unknown::104
Java,unknown,105,"CI[36],MA[39]",False,True,CI;MA,,Java::unknown::105
Java,unknown,106,CI[36],False,True,CI,,Java::unknown::106
Java,unknown,107,MRV[145],False,True,MRV,,Java::unknown::107
Java,unknown,108,no,True,False,,,Java::unknown::108
Java,unknown,109,no,True,False,,,Java::unknown::109
Java,unknown,110,"VA[200],ROR[70],MCR[2]",False,True,MCR;ROR;VA,,Java::unknown::110
Java,unknown,111,"CI[36],MRV[145]",False,True,CI;MRV,,Java::unknown::111
Java,unknown,112,"MCR[2],EII[?]",False,True,EII;MCR,,Java::unknown::112
Java,unknown,121,MRV[145],False,True,MRV,,Java::unknown::121
Java,unknown,122,"MA[39],MRV[145]",False,True,MA;MRV,,Java::unknown::122
Java,unknown,123,CI[36],False,True,CI,,Java::unknown::123
Java,unknown,124,"MRV[145],DOM[?]",False,True,MA;MRV,,Java::unknown::124
Java,unknown,125,SM[30],False,True,SM,,Java::unknown::125
Java,unknown,126,"AIS[218],DIS[?],DTR[5],VA[200],MPM[93],MCR[2]",False,True,AIS;DIS;DTR;MCR;MPM;VA,,Java::unknown::126
Java,unknown,128,LOR[58],False,True,LOR,,Java::unknown::128
Java,unknown,129,"MRV[145],DIS[?]",False,True,DIS;MRV,,Java::unknown::129
Java,unknown,131,"AA[214],AIS[218]",False,True,AA;AIS,,Java::unknown::131
Java,unknown,132,CI[36],False,True,CI,,Java::unknown::132
Java,unknown,133,no,True,False,,,Java::unknown::133
Java,unknown,135,"CI[36],MRV[145]",False,True,CI;MRV,,Java::unknown::135
Java,unknown,136,MRV[145],False,True,MRV,,Java::unknown::136
Java,unknown,137,"CI[36],MCR[2],MRV[145]",False,True,CI;MCR;MRV,,Java::unknown::137
Java,unknown,138,"CI[36],MRV[145]",False,True,CI;MRV,,Java::unknown::138
Java,unknown,139,MOCS[20],False,True,MOCS,,Java::unknown::139
Java,unknown,140,CR[6],False,True,CR,,Java::unknown::140
Java,unknown,141,MCR[2],False,True,MCR,,Java::unknown::141
Java,unknown,142,"MCR[2],MRV[145],AA[214]",False,True,AA;MCR;MRV,,Java::unknown::142
Java,unknown,143,"MCR[2],LOR[58]",False,True,LOR;MCR,,Java::unknown::143
Java,unknown,144,LOR[58],False,True,LOR,,Java::unknown::144
Java,unknown,145,ROR[70],False,True,ROR,,Java::unknown::145
Java,unknown,146,DTR[5],False,True,DTR,,Java::unknown::146
Java,unknown,147,ROR[70],False,True,ROR,,Java::unknown::147
Java,unknown,148,"MCR[2],SD[28]",False,True,MCR;SD,,Java::unknown::148
Java,unknown,149,SM[30],False,True,SM,,Java::unknown::149
Java,unknown,150,LOR[58],False,True,LOR,,Java::unknown::150
Java,unknown,151,CI[36],False,True,CI,,Java::unknown::151
Java,jacksonxml,JacksonXml1,"CI[36],MCR[2],VA[200],MRV[145]",False,True,CI;MCR;MRV;VA,,Java::jacksonxml::JacksonXml1
Java,unknown,2,no,True,False,,,Java::unknown::2
Java,unknown,3,"SD[28],MCR[2]",False,True,MCR;SD,,Java::unknown::3
Java,unknown,4,"VA[200],CI[36],MCR[2]",False,True,CI;MCR;VA,,Java::unknown::4
Java,unknown,5,MCR[2],False,True,MCR,,Java::unknown::5
Java,unknown,6,no,True,False,,,Java::unknown::6
Java,jxpath,JxPath1,"MRV[145],LOR[58]",False,True,LOR;MRV,,Java::jxpath::JxPath1
Java,unknown,2,"AIS[218],CI[36],MRV[145]",False,True,AIS;CI;MRV,,Java::unknown::2
Java,unknown,3,no,True,False,,,Java::unknown::3
Java,unknown,4,no,True,False,,,Java::unknown::4
Java,unknown,5,MRV[145],False,True,MRV,,Java::unknown::5
Java,unknown,6,"CI[36],MCR[2]",False,True,CI;MCR,,Java::unknown::6
Java,unknown,7,no,True,False,,,Java::unknown::7
Java,unknown,8,CI[36],False,True,CI,,Java::unknown::8
Java,unknown,9,no,True,False,,,Java::unknown::9
Java,unknown,10,MRV[145],False,True,MRV,,Java::unknown::10
Java,unknown,11,no,True,False,,,Java::unknown::11
Java,unknown,12,"MRV[145],ROR[70]",False,True,MRV;ROR,,Java::unknown::12
Java,unknown,13,no,True,False,,,Java::unknown::13
Java,unknown,14,"CI[36],LOR[58]",False,True,CI;LOR,,Java::unknown::14
Java,unknown,15,"AIS[218],SD[28],MCR[2],FLI[205]",False,True,AIS;FLI;MCR;SD,,Java::unknown::15
Java,unknown,16,MRV[145],False,True,MRV,,Java::unknown::16
Java,unknown,17,"BCO[17],LOR[58],MRV[145],DOC[16]",False,True,BCO;DOC;LOR;MRV,,Java::unknown::17
Java,unknown,18,no,True,False,,,Java::unknown::18
Java,unknown,19,no,True,False,,,Java::unknown::19
Java,unknown,20,no,True,False,,,Java::unknown::20
Java,unknown,21,"MRV[145],MCR[2]",False,True,MCR;MRV,,Java::unknown::21
Java,unknown,22,"MCR[2],MRV[145],CFSM[27]",False,True,CFSM;MCR;MRV,,Java::unknown::22
Java,lang,lang1,no,True,False,,,Java::lang::lang1
Java,unknown,3,"CI[36],VA[200],VR[26]",False,True,CI;VA;VR,,Java::unknown::3
Java,unknown,4,"DTR[5],MCR[2]",False,True,DTR;MCR,,Java::unknown::4
Java,unknown,5,no,True,False,,,Java::unknown::5
Java,unknown,6,MPM[93],False,True,MPM,,Java::unknown::6
Java,unknown,7,"CI[36],DOC[16]",False,True,CI;DOC,,Java::unknown::7
Java,unknown,8,"SD[28],MCR[2]",False,True,MCR;SD,,Java::unknown::8
Java,unknown,9,CI[36],False,True,CI,,Java::unknown::9
Java,unknown,10,"SD[28],DOC[16]",False,True,DOC;SD,,Java::unknown::10
Java,unknown,11,EII[?],False,True,EII,,Java::unknown::11
Java,unknown,12,CI[36],False,True,CI,,Java::unknown::12
Java,unknown,13,no,True,False,,,Java::unknown::13
Java,unknown,14,"CI[36],MRV[145]",False,True,CI;MRV,,Java::unknown::14
Java,unknown,15,"MCR[2],LOR[58]",False,True,LOR;MCR,,Java::unknown::15
Java,unknown,16,LOR[58],False,True,LOR,,Java::unknown::16
Java,unknown,17,"VA[200],COR[10]CFSM[27],DOC[16]",False,True,CFSM;DOC;ROR;VA,,Java::unknown::17
Java,unknown,18,"ROR[70],MCR[2]",False,True,MCR;ROR,,Java::unknown::18
Java,unknown,19,"CR[6],CI[36],MCR[2],ROR[70]",False,True,CI;CR;MCR;ROR,,Java::unknown::19
Java,unknown,20,MCR[2],False,True,MCR,,Java::unknown::20
Java,unknown,21,MCR[2],False,True,MCR,,Java::unknown::21
Java,unknown,22,"CI[36],ROR[70]",False,True,CI;ROR,,Java::unknown::22
Java,unknown,23,no,True,False,,,Java::unknown::23
Java,unknown,24,"MRV[145],ROR[70]",False,True,MRV;ROR,,Java::unknown::24
Java,unknown,25,DTR[5],False,True,DTR,,Java::unknown::25
Java,unknown,26,MCR[2],False,True,MCR,,Java::unknown::26
Java,unknown,27,"LOR[58],CI[36]",False,True,CI;LOR,,Java::unknown::27
Java,unknown,28,CI[36],False,True,CI,,Java::unknown::28
Java,unknown,29,DTR[5],False,True,DTR,,Java::unknown::29
Java,unknown,30,no,True,False,,,Java::unknown::30
Java,unknown,31,"VA[200],BCO[17]",False,True,BCO;VA,,Java::unknown::31
Java,unknown,32,"MCR[2],MRV[145],MA[39],CI[36]",False,True,CI;MA;MCR;MRV,,Java::unknown::32
Java,unknown,33,LOR[58],False,True,LOR,,Java::unknown::33
Java,unknown,35,SI[77],False,True,SI,,Java::unknown::35
Java,unknown,36,"LOR[58],CI[36]",False,True,CI;LOR,,Java::unknown::36
Java,unknown,37,EI[38],False,True,EI,,Java::unknown::37
Java,unknown,38,MCR[2],False,True,MCR,,Java::unknown::38
Java,unknown,39,CI[36],False,True,CI,,Java::unknown::39
Java,unknown,40,"VA[200],MCR[2],BCO[17],CI[36]",False,True,BCO;CI;MCR;VA,,Java::unknown::40
Java,unknown,41,no,True,False,,,Java::unknown::41
Java,unknown,42,"DTR[5],CI[36],MCR[2]",False,True,CI;DTR;MCR,,Java::unknown::42
Java,unknown,43,MA[39],False,True,MA,,Java::unknown::43
Java,unknown,44,CI[36],False,True,CI,,Java::unknown::44
Java,unknown,45,CI[36],False,True,CI,,Java::unknown::45
Java,unknown,46,"MCR[2],MRV[145],MPM[93],CI[36]",False,True,CI;MCR;MPM;MRV,,Java::unknown::46
Java,unknown,47,CI[36],False,True,CI,,Java::unknown::47
Java,unknown,48,CI[36],False,True,CI,,Java::unknown::48
Java,unknown,49,CI[36],False,True,CI,,Java::unknown::49
Java,unknown,50,"LOR[58],MCR[2],DOC[16],SR[183]",False,True,DOC;LOR;MCR;SR,,Java::unknown::50
Java,unknown,51,MRV[145],False,True,MRV,,Java::unknown::51
Java,unknown,52,"CI[?],CFSM[?]",False,True,CFSM;CI,,Java::unknown::52
Java,unknown,53,BR[140,False,True,BR,,Java::unknown::53
Java,unknown,54,CI[36],False,True,CI,,Java::unknown::54
Java,unknown,55,CI[36],False,True,CI,,Java::unknown::55
Java,unknown,56,"VR[26],MA[39]",False,True,MA;VR,,Java::unknown::56
Java,unknown,57,MRV[145],False,True,MRV,,Java::unknown::57
Java,unknown,58,LOR[58],False,True,LOR,,Java::unknown::58
Java,unknown,59,MPM[93],False,True,MPM,,Java::unknown::59
Java,unknown,60,BCO[17],False,True,BCO,,Java::unknown::60
Java,unknown,61,"VA[200],CR[6]",False,True,CR;VA,,Java::unknown::61
Java,unknown,62,"CI[36],CFSM[27]",False,True,CFSM;CI,,Java::unknown::62
Java,unknown,63,no,True,False,,,Java::unknown::63
Java,unknown,64,no,True,False,,,Java::unknown::64
Java,unknown,65,no,True,False,,,Java::unknown::65
Java,unknown,69,SI[77],False,True,SI,,Java::unknown::69
Java,unknown,71,SR[183],False,True,SR,,Java::unknown::71
Java,unknown,73,"CI[36],CFSM[27]",False,True,CFSM;CI,,Java::unknown::73
Java,unknown,76,"MCR[2],BCO[17]",False,True,BCO;MCR,,Java::unknown::76
Java,unknown,80,CI[36],False,True,CI,,Java::unknown::80
Java,unknown,81,"MCR[2],VA[200],MPM[93]",False,True,MCR;MPM;VA,,Java::unknown::81
Java,unknown,82,"ROR[70],CI[36]",False,True,CI;ROR,,Java::unknown::82
Java,unknown,83,CI[36],False,True,CI,,Java::unknown::83
Java,unknown,84,MRV[145],False,True,MRV,,Java::unknown::84
Java,math_,Math_4j1,CI[36],False,True,CI,,Java::math_::Math_4j1
Java,unknown,2,MRV[145],False,True,MRV,,Java::unknown::2
Java,unknown,3,CI[36],False,True,CI,,Java::unknown::3
Java,unknown,4,CI[36],False,True,CI,,Java::unknown::4
Java,unknown,5,MRV[145],False,True,MRV,,Java::unknown::5
Java,unknown,6,"MCR[2],SD[28],CI[36],",False,True,CI;MCR;SD,,Java::unknown::6
Java,unknown,7,"FLI[205],VA[200],DOC[16]",False,True,DOC;FLI;VA,,Java::unknown::7
Java,unknown,8,"MCR[2],MPM[93]",False,True,MCR;MPM,,Java::unknown::8
Java,unknown,9,MCR[2],False,True,MCR,,Java::unknown::9
Java,unknown,10,MCR[2],False,True,MCR,,Java::unknown::10
Java,unknown,11,MRV[145],False,True,MRV,,Java::unknown::11
Java,unknown,12,"AIS[218],MA[39],VA[200]",False,True,AIS;MA;VA,,Java::unknown::12
Java,unknown,13,no,True,False,,,Java::unknown::13
Java,unknown,14,no,True,False,,,Java::unknown::14
Java,unknown,15,"MOCS[20],VA[200]",False,True,MOCS;VA,,Java::unknown::15
Java,unknown,16,no,True,False,,,Java::unknown::16
Java,unknown,17,CI[36],False,True,CI,,Java::unknown::17
Java,unknown,18,"MCR[2],MOCS[20],VA[200]",False,True,MCR;MOCS;VA,,Java::unknown::18
Java,unknown,19,no,True,False,,,Java::unknown::19
Java,unknown,20,"MRV[145],ROR[70]",False,True,MRV;ROR,,Java::unknown::20
Java,unknown,21,"SD[28],VA[200],CI[36],MCR[2]",False,True,CI;MCR;SD;VA,,Java::unknown::21
Java,unknown,22,MRV[145],False,True,MRV,,Java::unknown::22
Java,unknown,23,"VA[200],MCR[2],MRV[145]",False,True,MCR;MRV;VA,,Java::unknown::23
Java,unknown,24,MRV[145],False,True,MRV,,Java::unknown::24
Java,unknown,25,"MCR[2],CI[36]",False,True,CI;MCR,,Java::unknown::25
Java,unknown,26,"MOCS[20],ROR[70]",False,True,MOCS;ROR,,Java::unknown::26
Java,unknown,27,MRV[145],False,True,MRV,,Java::unknown::27
Java,unknown,28,CI[36],False,True,CI,,Java::unknown::28
Java,unknown,29,no,True,False,,,Java::unknown::29
Java,unknown,30,DTR[5],False,True,DTR,,Java::unknown::30
Java,unknown,31,"SD[28],VA[200],CI[36]",False,True,CI;SD;VA,,Java::unknown::31
Java,unknown,32,"MOCS[20],ROR[70]",False,True,MOCS;ROR,,Java::unknown::32
Java,unknown,33,MOCS[20],False,True,MOCS,,Java::unknown::33
Java,unknown,34,MRV[145],False,True,MRV,,Java::unknown::34
Java,unknown,35,MCR[2],False,True,MCR,,Java::unknown::35
Java,unknown,36,no,True,False,,,Java::unknown::36
Java,unknown,37,no,True,False,,,Java::unknown::37
Java,unknown,38,"MCR[2],VA[200],CR[6]",False,True,CR;MCR;VA,,Java::unknown::38
Java,unknown,39,CI[36],False,True,CI,,Java::unknown::39
Java,unknown,40,"VA[200],MCR[2]",False,True,MCR;VA,,Java::unknown::40
Java,unknown,41,MOCS[20,False,True,MOCS,,Java::unknown::41
Java,unknown,42,CI[36],False,True,CI,,Java::unknown::42
Java,unknown,43,ROR[70],False,True,ROR,,Java::unknown::43
Java,unknown,44,"SD[28],FLI205]",False,True,SD,,Java::unknown::44
Java,unknown,45,"VA[200],CI[36]",False,True,CI;VA,,Java::unknown::45
Java,unknown,46,MRV[145],False,True,MRV,,Java::unknown::46
Java,unknown,47,"VA[200],LOR[58],MRV[145],",False,True,LOR;MRV;VA,,Java::unknown::47
Java,unknown,48,CI[36],False,True,CI,,Java::unknown::48
Java,unknown,49,MCR[2],False,True,MCR,,Java::unknown::49
Java,unknown,50,DOC[16],False,True,DOC,,Java::unknown::50
Java,unknown,51,"CI[?],MCR[2],CFSM[27]",False,True,CFSM;CI;MCR,,Java::unknown::51
Java,unknown,52,"VA[200],MOCS[20],ROR[70]",False,True,MOCS;ROR;VA,,Java::unknown::52
Java,unknown,53,CI[36],False,True,CI,,Java::unknown::53
Java,unknown,54,"CI[36],VA[200]",False,True,CI;VA,,Java::unknown::54
Java,unknown,55,"VA[200],MCR[2],CI[36],MRV[145]",False,True,CI;MCR;MRV;VA,,Java::unknown::55
Java,unknown,56,MCR[2],False,True,MCR,,Java::unknown::56
Java,unknown,57,DTR[5],False,True,DTR,,Java::unknown::57
Java,unknown,58,MRV[145],False,True,MRV,,Java::unknown::58
Java,unknown,59,MRV[145],False,True,MRV,,Java::unknown::59
Java,unknown,60,CI[36],False,True,CI,,Java::unknown::60
Java,unknown,61,"AIS[218]],MCR[2]",False,True,AIS;MCR,,Java::unknown::61
Java,unknown,62,"MCR[2],MRV[145]",False,True,MCR;MRV,,Java::unknown::62
Java,unknown,63,MRV[145],False,True,MRV,,Java::unknown::63
Java,unknown,64,"VA[200],FLI[205],MCR[2],CI[36],MPM[93]",False,True,CI;FLI;MCR;MPM;VA,,Java::unknown::64
Java,unknown,65,"MCR[2],MRV[145]",False,True,MCR;MRV,,Java::unknown::65
Java,unknown,66,"MCR[2],MRV[145],SD[28],MOCS[20],CI[36],WLI[205],MPM[93]",False,True,CI;MCR;MOCS;MPM;MRV;SD;WLI,,Java::unknown::66
Java,unknown,67,MRV[145],False,True,MRV,,Java::unknown::67
Java,unknown,68,"MCR[2],VA[200],MRV[145],CI[36]",False,True,CI;MCR;MRV;VA,,Java::unknown::68
Java,unknown,69,MCR[2],False,True,MCR,,Java::unknown::69
Java,unknown,70,MRV[145],False,True,MRV,,Java::unknown::70
Java,unknown,71,"MCR[2],VR[26]",False,True,MCR;VR,,Java::unknown::71
Java,unknown,72,MCR[2],False,True,MCR,,Java::unknown::72
Java,unknown,73,"CI[36],MCR[2]",False,True,CI;MCR,,Java::unknown::73
Java,unknown,74,"VA[200],FLI[205],MCR[2]",False,True,FLI;MCR;VA,,Java::unknown::74
Java,unknown,75,MRV[145],False,True,MRV,,Java::unknown::75
Java,unknown,76,"MCR[2],MOCS[20],CI[36]",False,True,CI;MCR;MOCS,,Java::unknown::76
Java,unknown,77,"MCR[2],MD[?]",False,True,MCR,,Java::unknown::77
Java,unknown,78,no,True,False,,,Java::unknown::78
Java,unknown,79,DTR[5],False,True,DTR,,Java::unknown::79
Java,unknown,80,MCR[2],False,True,MCR,,Java::unknown::80
Java,unknown,81,"MCR[2],MOCS[20],LOR[58],CI[36],CR[6]",False,True,CI;CR;LOR;MCR;MOCS,,Java::unknown::81
Java,unknown,82,ROR[70],False,True,ROR,,Java::unknown::82
Java,unknown,83,"MCR[2],CI[36]",False,True,CI;MCR,,Java::unknown::83
Java,unknown,84,"MCR[2],MRV[145],VA[200],CI[36],FLI[205]",False,True,CI;FLI;MCR;MRV;VA,,Java::unknown::84
Java,unknown,85,ROR[70],False,True,ROR,,Java::unknown::85
Java,unknown,86,"DOC[16],SD[28],CI[36]",False,True,CI;DOC;SD,,Java::unknown::86
Java,unknown,87,"LOR[58],CI[36]",False,True,CI;LOR,,Java::unknown::87
Java,unknown,88,"VA[200],CI[36],MCR[2],DOC[16]",False,True,CI;DOC;MCR;VA,,Java::unknown::88
Java,unknown,89,CI[36],False,True,CI,,Java::unknown::89
Java,unknown,90,"MCR[2],MA[39]",False,True,MA;MCR,,Java::unknown::90
Java,unknown,91,"DTR[5],MCR[2]",False,True,DTR;MCR,,Java::unknown::91
Java,unknown,92,no,True,False,,,Java::unknown::92
Java,unknown,93,"CI[36],MRV[145],MCR[2]",False,True,CI;MCR;MRV,,Java::unknown::93
Java,unknown,94,LOR[58],False,True,LOR,,Java::unknown::94
Java,unknown,95,"VR[26],CI[36]",False,True,CI;VR,,Java::unknown::95
Java,unknown,96,MCR[2],False,True,MCR,,Java::unknown::96
Java,unknown,97,"ROR[70],CI[36]",False,True,CI;ROR,,Java::unknown::97
Java,unknown,98,MCR[2],False,True,MCR,,Java::unknown::98
Java,unknown,99,CI[36],False,True,CI,,Java::unknown::99
Java,unknown,100,MCR[2],False,True,MCR,,Java::unknown::100
Java,unknown,101,"LOR[58],CI[36]",False,True,CI;LOR,,Java::unknown::101
Java,unknown,102,no,True,False,,,Java::unknown::102
Java,unknown,103,EI[38],False,True,EI,,Java::unknown::103
Java,unknown,104,VA[200],False,True,VA,,Java::unknown::104
Java,unknown,105,MRV[145],False,True,MRV,,Java::unknown::105
Java,unknown,106,CI[36],False,True,CI,,Java::unknown::106
Java,mokito,mokito1,no,True,False,,,Java::mokito::mokito1
Java,unknown,2,no,True,False,,,Java::unknown::2
Java,unknown,3,no,True,False,,,Java::unknown::3
Java,unknown,4,"MCR[2],CI[36]",False,True,CI;MCR,,Java::unknown::4
