1:AOR:+(long,long):%(long,long):org.apache.commons.math.util.MathUtils@addAndCheck(int,int):80:2499:(long)x + (long)y |==> (long)x % (long)y
200:AOR:/(long,long):-(long,long):org.apache.commons.math.util.MathUtils@binomialCoefficient(int,int):221:7741:i / d |==> i - d
201:STD:<ASSIGN>:<NO-OP>:org.apache.commons.math.util.MathUtils@binomialCoefficient(int,int):221:7699:result = mulAndCheck((result / (j / d)), (i / d)); |==> <NO-OP>
202:ROR:<(int,int):!=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):250:8894:n < k |==> n != k
203:ROR:<(int,int):<=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):250:8894:n < k |==> n <= k
204:ROR:<(int,int):FALSE(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):250:8896:n < k |==> false
205:LVR:0:POS:org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):254:9045:0 |==> 1
206:LVR:0:NEG:org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):254:9045:0 |==> -1
207:ROR:<(int,int):!=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):254:9041:n < 0 |==> n != 0
208:ROR:<(int,int):<=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):254:9041:n < 0 |==> n <= 0
209:ROR:<(int,int):FALSE(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):254:9043:n < 0 |==> false
210:ROR:==(int,int):<=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):258:9189:n == k |==> n <= k
211:ROR:==(int,int):>=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):258:9189:n == k |==> n >= k
212:ROR:==(int,int):FALSE(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):258:9191:n == k |==> false
213:LVR:0:POS:org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):258:9206:0 |==> 1
214:LVR:0:NEG:org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):258:9206:0 |==> -1
215:ROR:==(int,int):<=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):258:9201:k == 0 |==> k <= 0
216:ROR:==(int,int):>=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):258:9201:k == 0 |==> k >= 0
217:ROR:==(int,int):FALSE(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):258:9203:k == 0 |==> false
218:COR:||(boolean,boolean):!=(boolean,boolean):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):258:9188:(n == k) || (k == 0) |==> (n == k) != (k == 0)
219:COR:||(boolean,boolean):LHS(boolean,boolean):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):258:9188:(n == k) || (k == 0) |==> (n == k)
220:COR:||(boolean,boolean):RHS(boolean,boolean):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):258:9200:(n == k) || (k == 0) |==> (k == 0)
221:COR:||(boolean,boolean):TRUE(boolean,boolean):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):258:9197:(n == k) || (k == 0) |==> true
222:LVR:POS:0:org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):259:9231:1.0 |==> 0.0
223:LVR:POS:NEG:org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):259:9231:1.0 |==> -1.0
224:LVR:POS:0:org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):261:9263:1 |==> 0
225:LVR:POS:NEG:org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):261:9263:1 |==> -1
226:ROR:==(int,int):<=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):261:9258:k == 1 |==> k <= 1
227:ROR:==(int,int):>=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):261:9258:k == 1 |==> k >= 1
228:ROR:==(int,int):FALSE(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):261:9260:k == 1 |==> false
229:LVR:POS:0:org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):261:9279:1 |==> 0
230:LVR:POS:NEG:org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):261:9279:1 |==> -1
231:AOR:-(int,int):%(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):261:9275:n - 1 |==> n % 1
232:AOR:-(int,int):*(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):261:9275:n - 1 |==> n * 1
233:AOR:-(int,int):+(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):261:9275:n - 1 |==> n + 1
234:AOR:-(int,int):/(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):261:9275:n - 1 |==> n / 1
235:ROR:==(int,int):<=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):261:9270:k == n - 1 |==> k <= n - 1
236:ROR:==(int,int):>=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):261:9270:k == n - 1 |==> k >= n - 1
237:ROR:==(int,int):FALSE(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):261:9272:k == n - 1 |==> false
238:COR:||(boolean,boolean):!=(boolean,boolean):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):261:9257:(k == 1) || (k == n - 1) |==> (k == 1) != (k == n - 1)
239:COR:||(boolean,boolean):LHS(boolean,boolean):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):261:9257:(k == 1) || (k == n - 1) |==> (k == 1)
240:COR:||(boolean,boolean):RHS(boolean,boolean):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):261:9269:(k == 1) || (k == n - 1) |==> (k == n - 1)
241:COR:||(boolean,boolean):TRUE(boolean,boolean):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):261:9266:(k == 1) || (k == n - 1) |==> true
242:LVR:POS:0:org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):264:9335:2 |==> 0
243:LVR:POS:NEG:org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):264:9335:2 |==> -2
244:AOR:/(int,int):%(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):264:9333:n / 2 |==> n % 2
245:AOR:/(int,int):*(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):264:9333:n / 2 |==> n * 2
246:AOR:/(int,int):+(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):264:9333:n / 2 |==> n + 2
247:AOR:/(int,int):-(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):264:9333:n / 2 |==> n - 2
248:ROR:>(int,int):!=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):264:9329:k > n / 2 |==> k != n / 2
249:ROR:>(int,int):>=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):264:9329:k > n / 2 |==> k >= n / 2
250:ROR:>(int,int):FALSE(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):264:9331:k > n / 2 |==> false
251:AOR:-(int,int):%(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):265:9388:n - k |==> n % k
252:AOR:-(int,int):*(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):265:9388:n - k |==> n * k
253:AOR:-(int,int):+(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):265:9388:n - k |==> n + k
254:AOR:-(int,int):/(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):265:9388:n - k |==> n / k
255:LVR:POS:0:org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):267:9422:67 |==> 0
256:LVR:POS:NEG:org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):267:9422:67 |==> -67
257:ROR:<(int,int):!=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):267:9418:n < 67 |==> n != 67
258:ROR:<(int,int):<=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):267:9418:n < 67 |==> n <= 67
259:ROR:<(int,int):FALSE(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):267:9420:n < 67 |==> false
260:LVR:POS:0:org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):271:9516:1.0 |==> 0.0
261:LVR:POS:NEG:org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):271:9516:1.0 |==> -1.0
262:LVR:POS:0:org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):272:9541:1 |==> 0
263:LVR:POS:NEG:org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):272:9541:1 |==> -1
264:ROR:<=(int,int):<(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):272:9544:i <= k |==> i < k
265:ROR:<=(int,int):==(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):272:9544:i <= k |==> i == k
266:ROR:<=(int,int):TRUE(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):272:9546:i <= k |==> true
267:AOR:-(int,int):%(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):273:9591:n - k |==> n % k
268:AOR:-(int,int):*(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):273:9591:n - k |==> n * k
269:AOR:-(int,int):+(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):273:9591:n - k |==> n + k
270:AOR:-(int,int):/(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):273:9591:n - k |==> n / k
271:AOR:+(int,int):%(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):273:9591:n - k + i |==> (n - k) % i
272:AOR:+(int,int):*(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):273:9591:n - k + i |==> (n - k) * i
273:AOR:+(int,int):-(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):273:9591:n - k + i |==> n - k - i
274:AOR:+(int,int):/(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):273:9591:n - k + i |==> (n - k) / i
275:AOR:/(double,double):%(double,double):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):273:9582:(double)(n - k + i) / (double)i |==> (double)(n - k + i) % (double)i
276:AOR:/(double,double):*(double,double):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):273:9582:(double)(n - k + i) / (double)i |==> (double)(n - k + i) * (double)i
277:AOR:/(double,double):+(double,double):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):273:9582:(double)(n - k + i) / (double)i |==> (double)(n - k + i) + (double)i
278:AOR:/(double,double):-(double,double):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):273:9582:(double)(n - k + i) / (double)i |==> (double)(n - k + i) - (double)i
279:STD:<ASSIGN>:<NO-OP>:org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):273:9572:result *= (double)(n - k + i) / (double)i; |==> <NO-OP>
280:LVR:POS:0:org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):276:9663:0.5 |==> 0.0
281:LVR:POS:NEG:org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):276:9663:0.5 |==> -0.5
282:AOR:+(double,double):%(double,double):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):276:9654:result + 0.5 |==> result % 0.5
283:AOR:+(double,double):*(double,double):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):276:9654:result + 0.5 |==> result * 0.5
284:AOR:+(double,double):-(double,double):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):276:9654:result + 0.5 |==> result - 0.5
285:AOR:+(double,double):/(double,double):org.apache.commons.math.util.MathUtils@binomialCoefficientDouble(int,int):276:9654:result + 0.5 |==> result / 0.5
286:ROR:<(int,int):!=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):298:10479:n < k |==> n != k
287:ROR:<(int,int):<=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):298:10479:n < k |==> n <= k
288:ROR:<(int,int):FALSE(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):298:10481:n < k |==> false
289:LVR:0:POS:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):302:10630:0 |==> 1
290:LVR:0:NEG:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):302:10630:0 |==> -1
291:ROR:<(int,int):!=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):302:10626:n < 0 |==> n != 0
292:ROR:<(int,int):<=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):302:10626:n < 0 |==> n <= 0
293:ROR:<(int,int):FALSE(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):302:10628:n < 0 |==> false
294:ROR:==(int,int):<=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):306:10774:n == k |==> n <= k
295:ROR:==(int,int):>=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):306:10774:n == k |==> n >= k
296:ROR:==(int,int):FALSE(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):306:10776:n == k |==> false
297:LVR:0:POS:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):306:10791:0 |==> 1
298:LVR:0:NEG:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):306:10791:0 |==> -1
299:ROR:==(int,int):<=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):306:10786:k == 0 |==> k <= 0
300:ROR:==(int,int):>=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):306:10786:k == 0 |==> k >= 0
301:ROR:==(int,int):FALSE(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):306:10788:k == 0 |==> false
302:COR:||(boolean,boolean):!=(boolean,boolean):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):306:10773:(n == k) || (k == 0) |==> (n == k) != (k == 0)
303:COR:||(boolean,boolean):LHS(boolean,boolean):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):306:10773:(n == k) || (k == 0) |==> (n == k)
304:COR:||(boolean,boolean):RHS(boolean,boolean):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):306:10785:(n == k) || (k == 0) |==> (k == 0)
305:COR:||(boolean,boolean):TRUE(boolean,boolean):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):306:10782:(n == k) || (k == 0) |==> true
306:LVR:0:POS:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):307:10816:0 |==> 1
307:LVR:0:NEG:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):307:10816:0 |==> -1
308:LVR:POS:0:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):309:10847:1 |==> 0
309:LVR:POS:NEG:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):309:10847:1 |==> -1
310:ROR:==(int,int):<=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):309:10842:k == 1 |==> k <= 1
311:ROR:==(int,int):>=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):309:10842:k == 1 |==> k >= 1
312:ROR:==(int,int):FALSE(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):309:10844:k == 1 |==> false
313:LVR:POS:0:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):309:10863:1 |==> 0
314:LVR:POS:NEG:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):309:10863:1 |==> -1
315:AOR:-(int,int):%(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):309:10859:n - 1 |==> n % 1
316:AOR:-(int,int):*(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):309:10859:n - 1 |==> n * 1
317:AOR:-(int,int):+(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):309:10859:n - 1 |==> n + 1
318:AOR:-(int,int):/(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):309:10859:n - 1 |==> n / 1
319:ROR:==(int,int):<=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):309:10854:k == n - 1 |==> k <= n - 1
320:ROR:==(int,int):>=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):309:10854:k == n - 1 |==> k >= n - 1
321:ROR:==(int,int):FALSE(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):309:10856:k == n - 1 |==> false
322:COR:||(boolean,boolean):!=(boolean,boolean):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):309:10841:(k == 1) || (k == n - 1) |==> (k == 1) != (k == n - 1)
323:COR:||(boolean,boolean):LHS(boolean,boolean):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):309:10841:(k == 1) || (k == n - 1) |==> (k == 1)
324:COR:||(boolean,boolean):RHS(boolean,boolean):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):309:10853:(k == 1) || (k == n - 1) |==> (k == n - 1)
325:COR:||(boolean,boolean):TRUE(boolean,boolean):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):309:10850:(k == 1) || (k == n - 1) |==> true
326:LVR:POS:0:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):317:11082:67 |==> 0
327:LVR:POS:NEG:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):317:11082:67 |==> -67
328:ROR:<(int,int):!=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):317:11078:n < 67 |==> n != 67
329:ROR:<(int,int):<=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):317:11078:n < 67 |==> n <= 67
330:ROR:<(int,int):FALSE(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):317:11080:n < 67 |==> false
331:LVR:POS:0:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):325:11329:1030 |==> 0
332:LVR:POS:NEG:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):325:11329:1030 |==> -1030
333:ROR:<(int,int):!=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):325:11325:n < 1030 |==> n != 1030
334:ROR:<(int,int):<=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):325:11325:n < 1030 |==> n <= 1030
335:ROR:<(int,int):FALSE(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):325:11327:n < 1030 |==> false
336:LVR:POS:0:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):329:11432:2 |==> 0
337:LVR:POS:NEG:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):329:11432:2 |==> -2
338:AOR:/(int,int):%(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):329:11428:n / 2 |==> n % 2
339:AOR:/(int,int):*(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):329:11428:n / 2 |==> n * 2
340:AOR:/(int,int):+(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):329:11428:n / 2 |==> n + 2
341:AOR:/(int,int):-(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):329:11428:n / 2 |==> n - 2
342:ROR:>(int,int):!=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):329:11424:k > n / 2 |==> k != n / 2
343:ROR:>(int,int):>=(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):329:11424:k > n / 2 |==> k >= n / 2
344:ROR:>(int,int):FALSE(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):329:11426:k > n / 2 |==> false
345:AOR:-(int,int):%(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):330:11482:n - k |==> n % k
346:AOR:-(int,int):*(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):330:11482:n - k |==> n * k
347:AOR:-(int,int):+(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):330:11482:n - k |==> n + k
348:AOR:-(int,int):/(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):330:11482:n - k |==> n / k
349:LVR:0:POS:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):336:11599:0 |==> 1
350:LVR:0:NEG:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):336:11599:0 |==> -1
351:AOR:-(int,int):%(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):339:11645:n - k |==> n % k
352:AOR:-(int,int):*(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):339:11645:n - k |==> n * k
353:AOR:-(int,int):+(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):339:11645:n - k |==> n + k
354:AOR:-(int,int):/(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):339:11645:n - k |==> n / k
355:LVR:POS:0:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):339:11653:1 |==> 0
356:LVR:POS:NEG:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):339:11653:1 |==> -1
357:AOR:+(int,int):%(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):339:11645:n - k + 1 |==> (n - k) % 1
358:AOR:+(int,int):*(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):339:11645:n - k + 1 |==> (n - k) * 1
359:AOR:+(int,int):-(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):339:11645:n - k + 1 |==> n - k - 1
360:AOR:+(int,int):/(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):339:11645:n - k + 1 |==> (n - k) / 1
361:ROR:<=(int,int):<(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):339:11656:i <= n |==> i < n
362:ROR:<=(int,int):==(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):339:11656:i <= n |==> i == n
363:ROR:<=(int,int):TRUE(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):339:11658:i <= n |==> true
364:STD:<ASSIGN>:<NO-OP>:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):340:11683:logSum += Math.log((double)i); |==> <NO-OP>
365:LVR:POS:0:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):344:11771:2 |==> 0
366:LVR:POS:NEG:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):344:11771:2 |==> -2
367:ROR:<=(int,int):<(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):344:11774:i <= k |==> i < k
368:ROR:<=(int,int):==(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):344:11774:i <= k |==> i == k
369:ROR:<=(int,int):TRUE(int,int):org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):344:11776:i <= k |==> true
370:STD:<ASSIGN>:<NO-OP>:org.apache.commons.math.util.MathUtils@binomialCoefficientLog(int,int):345:11801:logSum -= Math.log((double)i); |==> <NO-OP>
371:ORU:-(double):+(double):org.apache.commons.math.util.MathUtils@cosh(double):359:12212:-x |==> +x
372:AOR:+(double,double):%(double,double):org.apache.commons.math.util.MathUtils@cosh(double):359:12189:Math.exp(x) + Math.exp(-x) |==> Math.exp(x) % Math.exp(-x)
373:AOR:+(double,double):*(double,double):org.apache.commons.math.util.MathUtils@cosh(double):359:12189:Math.exp(x) + Math.exp(-x) |==> Math.exp(x) * Math.exp(-x)
374:AOR:+(double,double):-(double,double):org.apache.commons.math.util.MathUtils@cosh(double):359:12189:Math.exp(x) + Math.exp(-x) |==> Math.exp(x) - Math.exp(-x)
375:AOR:+(double,double):/(double,double):org.apache.commons.math.util.MathUtils@cosh(double):359:12189:Math.exp(x) + Math.exp(-x) |==> Math.exp(x) / Math.exp(-x)
376:LVR:POS:0:org.apache.commons.math.util.MathUtils@cosh(double):359:12219:2.0 |==> 0.0
377:LVR:POS:NEG:org.apache.commons.math.util.MathUtils@cosh(double):359:12219:2.0 |==> -2.0
378:AOR:/(double,double):%(double,double):org.apache.commons.math.util.MathUtils@cosh(double):359:12188:(Math.exp(x) + Math.exp(-x)) / 2.0 |==> (Math.exp(x) + Math.exp(-x)) % 2.0
379:AOR:/(double,double):*(double,double):org.apache.commons.math.util.MathUtils@cosh(double):359:12188:(Math.exp(x) + Math.exp(-x)) / 2.0 |==> (Math.exp(x) + Math.exp(-x)) * 2.0
380:AOR:/(double,double):+(double,double):org.apache.commons.math.util.MathUtils@cosh(double):359:12188:(Math.exp(x) + Math.exp(-x)) / 2.0 |==> (Math.exp(x) + Math.exp(-x)) + 2.0
381:AOR:/(double,double):-(double,double):org.apache.commons.math.util.MathUtils@cosh(double):359:12188:(Math.exp(x) + Math.exp(-x)) / 2.0 |==> (Math.exp(x) + Math.exp(-x)) - 2.0
382:COR:&&(boolean,boolean):==(boolean,boolean):org.apache.commons.math.util.MathUtils@equals(double,double):371:12539:Double.isNaN(x) && Double.isNaN(y) |==> Double.isNaN(x) == Double.isNaN(y)
383:COR:&&(boolean,boolean):FALSE(boolean,boolean):org.apache.commons.math.util.MathUtils@equals(double,double):371:12555:Double.isNaN(x) && Double.isNaN(y) |==> false
384:COR:&&(boolean,boolean):LHS(boolean,boolean):org.apache.commons.math.util.MathUtils@equals(double,double):371:12539:Double.isNaN(x) && Double.isNaN(y) |==> Double.isNaN(x)
385:COR:&&(boolean,boolean):RHS(boolean,boolean):org.apache.commons.math.util.MathUtils@equals(double,double):371:12558:Double.isNaN(x) && Double.isNaN(y) |==> Double.isNaN(y)
386:ROR:==(double,double):<=(double,double):org.apache.commons.math.util.MathUtils@equals(double,double):371:12578:x == y |==> x <= y
387:ROR:==(double,double):>=(double,double):org.apache.commons.math.util.MathUtils@equals(double,double):371:12578:x == y |==> x >= y
388:ROR:==(double,double):FALSE(double,double):org.apache.commons.math.util.MathUtils@equals(double,double):371:12580:x == y |==> false
389:COR:||(boolean,boolean):!=(boolean,boolean):org.apache.commons.math.util.MathUtils@equals(double,double):371:12538:(Double.isNaN(x) && Double.isNaN(y)) || x == y |==> (Double.isNaN(x) && Double.isNaN(y)) != (x == y)
390:COR:||(boolean,boolean):LHS(boolean,boolean):org.apache.commons.math.util.MathUtils@equals(double,double):371:12538:(Double.isNaN(x) && Double.isNaN(y)) || x == y |==> (Double.isNaN(x) && Double.isNaN(y))
391:COR:||(boolean,boolean):RHS(boolean,boolean):org.apache.commons.math.util.MathUtils@equals(double,double):371:12578:(Double.isNaN(x) && Double.isNaN(y)) || x == y |==> x == y
392:COR:||(boolean,boolean):TRUE(boolean,boolean):org.apache.commons.math.util.MathUtils@equals(double,double):371:12575:(Double.isNaN(x) && Double.isNaN(y)) || x == y |==> true
393:ROR:==(double,double):<=(double,double):org.apache.commons.math.util.MathUtils@equals(double,double,double):384:12991:x == y |==> x <= y
